contest_number,questions,caption_choices,label,,,,,,,
563,['Why is the man running on a hamster wheel?'],"A) No wonder this gym was so cheap.
B) I think the hormones are kicking in.
C) Normally, I'd dump you in the East River, but it's not safe to leave the house.
D) Every time I go to Williamsburg, I just feel more and more out of place.
E) Relax. It's just a tryptic.",A,,,,,,,
755,['Why is there a woman in modern clothes sitting in a cave with a caveman?'],"A) By the way, we are not allowed to show the face or image of No. 6.
B) Don't be fooled. He has a dark side.
C) The public is saying your latest work is inaccessible.
D) I just can't get past the difference in our ages.
E) Now you're embarrassing me, Dad.",D,,,,,,,
650,"['Why does the man have a giant weight on top of him.', 'What is the wife saying to her husband?']","A) If we time it right, I can get you in this house today.
B) No, you’ll still be conflicted but you’ll smell better.
C) Getting laid is harder than it looks.
D) I treat depression and obsession, but not compression.
E) Fine—next time you slay the dragon and I'll cook.",D,,,,,,,
583,"['What did the man do to end up in the stocks?', 'Why did they choose such an old method of punishment for the man?']","A) O.K., now do a tragedy.
B) Let's see him check his phone during a meeting now.
C) That's it. I'm returning those narciscissors today!
D) Lunch is on me.
E) Frank called to say he'll be late, he's stuck at the office.",B,,,,,,,
243,['Why did the phone explode?'],"A) I always knew we'd wind up together.
B) That was the wakeup call from Hell.
C) Be careful, the bald spot is slippery.
D) I think I will unfollow him.
E) Did you send your Thank-You card to Congress?",B,,,,,,,
130,['Why are there real human arms coming out of a snowman?'],"A) Sir, this is the Met. The Mets are down the street.
B) It's mostly water weight.
C) Needs dressing.
D) I've changed my mind. I love it.
E) Business school changed you, Son.",B,,,,,,,
472,['Why is the man juggling chainsaws?'],"A) Wave to him.
B) No train, but there's a shuttle.
C) It was times like these that Mr. Snuffles most regretted being declawed.
D) Remember, whoever drops him gets to dry him off.
E) I thought he wanted to be shredded.",A,,,,,,,
591,['Was the man forced to go into the bath tub?'],"A) Well, your profile pic doesn't look much like you either.
B) Well I have to go, my ride is here.
C) I'm more of a rat person.
D) I don't need your approval. I just need you to tie the laces.
E) No, you’ll still be conflicted but you’ll smell better.",E,,,,,,,
596,['What happened next?'],"A) You’re right. Maybe sometimes a sea cucumber is just a sea cucumber.
B) C'mon, live a little.
C) You don't have to tell me it's a vanishing breed.
D) That was the wakeup call from Hell.
E) Strangely enough, you are the first person to ask about the clock.",B,,,,,,,
320,['Why is there a huge table full of food outside the castle gates?'],"A) Marco!
B) What you've got there is a red herring.
C) Beware the hidden service charge.
D) When does it knock worst?
E) Mistakes were made.",C,,,,,,,
184,['Why are there chalk outlines of people on the barroom floor?'],"A) Once tax season is over, you can go back to being the only child.
B) When he starts acting like a king, I'll start acting like a guard.
C) Seven men walked into a bar and died. What's it to ya?
D) 'Sharply worded' would describe it.
E) I keep forming inappropriate attachments.",C,,,,,,,
140,['Why are there strobe lights going on near the wagon riders?'],"A) There's red carpets in them thar hills!
B) They'd probably be more fun if the barrel had air holes.
C) Meet Trump's nominee for the Centers for Disease Control.
D) We'll have to run it by our infinite number of editors.
E) I bet the bride of Frankenstein gets to cuddle.",A,,,,,,,
533,['Why are they eating at a subway?'],"A) Why am I always the one who needs to change?
B) And just when I finally got comfortable in my own skin, she repainted the bedroom.
C) It feels good to get out of the museum for a night.
D) If you see something, say something.
E) This should keep Emily from running to our bed every time she has a bad dream.",D,,,,,,,
733,['Why are the wolves in suits?'],"A) He's the advertising executive. Let him come up with a caption.
B) I let my mother-in-law move in with us.
C) This is my first mirage à trois, too.
D) It seems you promised them herd immunity, Sir.
E) Can't you just ignore the polls on this one and go with your instinct?",D,,,,,,,
660,"['What is the doctor diagnosing the king with?', 'Why is the king seeing a regular doctor?']","A) Mrs. Freeley buried his Scotch again.
B) Oddly enough, it's the Capri pants that I hear about the most.
C) Sorry for the wait, but it's been like Grand Central Station in here.
D) Dude, Athena's gonna be pissed.
E) I'm afraid we've found a problem with the Crown Jewels.",E,,,,,,,
319,['Why does the snake have a human butt.'],"A) Just once, I'd like it to be fish and chips.
B) Oh, great. More office drama.
C) Welcome to orientation.
D) Now you'll probably want a chair.
E) Where are the statues? I can't hold it in anymore.",D,,,,,,,
432,['Why are the adults in the cages?'],"A) Last time I'll book a discount vasectomy, for sure.
B) You're right; it's a trap.
C) There goes my novel.
D) You're both dummies!
E) We traced the slime trail back to Ted Cruz's house.",A,,,,,,,
32,['Why is he wearing a bunny outfit?'],"A) It's not just Henderson. Corporate laid off the entire bunny division.
B) I don't think he realizes the gravity of the situation.
C) Who would have thought they'd actually give money to a bank!
D) Supplicants, sir. You want to surround yourself with supplicants.
E) It scrape sky.",A,,,,,,,
541,['Why does he have a scythe with him?'],"A) We're gonna need a bigger spear.
B) Six rounds. Nine lives. You do the math.
C) It was a very hostile takeover.
D) It would work beautifully in that space we have between the forest edge and the highway.
E) Well, if it isn't the Gym Reaper.",E,,,,,,,
153,['Why are the women dancing in the background?'],"A) Your tattoo escaped.
B) I don't know who was playing it, but he brought the House Down.
C) I know you have the law and the facts on your side, but I'm going with the dancing girls on this one.
D) Between you and me, the owner can't unload this fast enough.
E) Must be valuable, they spend hours collecting them!",C,,,,,,,
555,['What is the shark going to do with the mannequin?'],"A) Look busy.
B) Fine, but no flash photography.
C) I miss the screaming.
D) More legroom than I would have guessed.
E) Stop fighting it, kid—everyone eventually sings in the shower.",C,,,,,,,
638,['Did this guy think of that himself?'],"A) The instructions should have mentioned that you need a body of water.
B) Sorry, I said hold the rocks.
C) I wear the pants but my wife controls them.
D) Happy Anniversary!
E) You’ve been randomly selected for additional screening.",C,,,,,,,
213,['Why is the man hammering a plaque in bed?'],"A) Dear ... diary ... She's ... finally ... asleep.... Oops.
B) I clearly recall choosing hell over high water.
C) What do you mean you don’t remember? Either he sleeps with the fishes or he don’t.
D) Just remember to keep away from Fletcher's wife, and Davidson's daughter, and Harris's iPod.
E) You did say you wanted an earlier flight.",A,,,,,,,
61,['Where did this giant come from?'],"A) It started as a crusade. Now it's just a commute.
B) I don't know why you're so jolly—your cholesterol is through the roof.
C) It says here, 'Assume the prone position and return enemy fire until such time as reinforcements arrive.'
D) Do you have a more recent photo without the limbs?
E) Well the catcher is wearing a mask but everyone else is just staying six feet apart",B,,,,,,,
532,['Why is the whale beached on the island?'],"A) Who's endangered now?
B) It must be great to be endangered.
C) At the next bailout, let's also ask for a pony.
D) So, for the record, are you a duck or a rabbit?
E) Meaning of Life is at the top. This is Meaning of Beatles Lyrics.",A,,,,,,,
89,['What is the call about?'],1," Bob""""]""",,89477c9c83803fc4ea50713feabc7869,"A) Read my lips—no new taxidermy.
B) You're right. It is easier with the ball.
C) Personally, I'm not a big fan of modern architecture.
D) I keep telling him, 'For God’s sake, put down the whip, she has a learning disability.�?E) Looks like they're ready to be flipped, Bob",,,,
562,['Why is both fish and bird in the same environment (air or water) at the same time?'],"A) Bob just came directly from work.
B) I'll debrief you two later.
C) I treat depression and obsession, but not compression.
D) You're gonna have to roll me outta here.
E) Where are the statues? I can't hold it in anymore.",E,,,,,,,
113,['Why does the lady have her gun drawn?'],"A) Jenkins, if I want another yes-man I'll build one.
B) I can fluff your pillow the easy way or the hard way.
C) Keep climbing—you've only reached middle management.
D) Maybe we should try thinking inside the box.
E) If it stays that way longer than four hours, you should call your doctor.",B,,,,,,,
324,['Why does he have horns?'],"A) This is why I suggested a threesome.
B) That rash will need constant monitoring.
C) The goatee looked dumb on its own.
D) My methods are Jungian. Sometimes a bar of soap *is* just a bar of soap, you know...
E) It was times like these that Mr. Snuffles most regretted being declawed.",C,,,,,,,
705,['Why are there modern things in the scene?'],"A) You've been upgraded to pilot.
B) And my hourly fee is six hundred dollars. You're not in Kansas anymore.
C) I'm haunted by the faces of my victims.
D) 'Til death do us part"" was the agreement, Susan.
E) Grounds still warm . . .",E,,,,,,,
225,['Why is the cheerleader standing beside the plane?'],"A) I wear the pants but my wife controls them.
B) Omigod, it's finally happened. I've turned into my forefather.
C) Table for eleven? Right this way.
D) ""I'll catch it"", was the last I heard.
E) I don't think you'll be too pleased with your new uniforms, either.",E,,,,,,,
