contest_number,questions,caption_choices,answer,,,,
531,"['Why are there giraffes in a house?', 'What is the standing giraffe saying to the giraffe who is laying down on the couch?']","A) Yes, it's hot. But a ceiling fan will only make things worse.
B) Billy's teacher called, Billy was caught necking during recess.",A,,,,
745,['How did the snail get so big?'],"A) If my calculations are correct, it should reach City Hall by June.
B) If you turn the binoculars around, the problem pretty much goes away.",B,,,,
58,"['Why is the cubicle used as a bedroom?', 'What is the woman reading to her husband?']","A) Sooner or later, you're going to have to learn your way to the bathroom yourself.
B) I guess they meant it when they said you would not have a life outside your job.",A,,,,
542,['Why is her frill so huge?'],"A) Her father insists on a chastity collar.
B) So that's where all of the coffee filters went.",B,,,,
165,['Why are the men throwing money to the crowd?'],"A) Looks like another ye olde stimulus package.
B) The royal broker advised him to dump all his holdings.",A,,,,
500,['Why is he riding a seahorse?'],"A) So, did anything weird happen while I was gone?
B) It's big and blue. You can't miss it.",B,,,,
705,"['Who brought the cappuccino machine?', 'What is the cowboy saying?']","A) Maybe we should have just stayed home.
B) I knew I heard espresso shots.",B,,,,
310,"['Why is there are war going on?', 'Why are the soldiers looking in on the married couple reading?']","A) Regime change is never easy, dear.
B) I told you not to claim three.",A,,,,
570,['Why are the birds on him?'],"A) I'm more of a rat person.
B) Some people have all the pluck.",A,,,,
86,['Why is the military there?'],"A) Itís a 379 par 4 with a few hazards, but the real trouble is the slope of the green
B) I support our troops as much as the next guy, but do we have to let them play through?",B,,,,
243,"['Why did the phone get fried?', 'What is the man saying to his wife?']","A) I think the collection agency is getting serious.
B) Tomorrow, we don't ask for a wake-up call.",A,,,,
559,['Why is the man happy to jump the plank?'],"A) Fellas, it's gonna be a long week.
B) Poor guy. Thought he signed up for pilates.",B,,,,
127,"['Why is the fishing hole shaped like a body?', 'What is the man who is fishing saying?']","A) He's got a new fish-whispering technique.
B) the bar scene just wasn't working for me",A,,,,
120,['Why is Mr. Potato Head at a bar?'],"A) If I start to drink too much, just pull off my lips.
B) She was the kind of girl that says ""tomahto.""",A,,,,
707,['Why is there a man carrying the globe here?'],"A) Next week, I'll move Heaven for you.
B) What do you mean JUST a project manager?",A,,,,
151,['Why are the pencils and sharpener large?'],"A) And no, this policy does not apply to the bonuses.
B) Let's continue this discussion over a hot barrel of coffee.",B,,,,
211,['How did the man end up on the moon?'],"A) No! You'll just spend it on booze.
B) One of us is in the wrong movie.",B,,,,
691,['Why are there snowmen staring into the house?'],"A) I told you. You knit something for one and they'll all want.
B) …because no one is paying any attention to our northern border.",B,,,,
763,['What is the employee saying?'],"A) So, when did the 'check mustard' light come on?
B) These babies were not built to handle Dijon.",A,,,,
702,"[""Why doesn't the man just remove the pigeon on his own?"", 'How long has the pigeon been there?']","A) Back in the city, I raised pigeons on our roof, but in a small town like this ...
B) You asked if I wanted product in my hair...and I said a smidgeon...a smidgeon, Ralph.",B,,,,
197,['Why does the plane have high heels on it?'],"A) Glass ceiling's still there.
B) She’s a lover, not a fighter.",B,,,,
762,['What is he saying to the turtle?'],"A) You will still get nowhere—it will just take longer.
B) Based on your resume, I expected something different.",A,,,,
718,"['Why is the horse wearing slippers?', 'What is the horse saying?']","A) I don't need your approval. I just need you to tie the laces.
B) I tried clicking the back two together, but clearly I'm still here.",A,,,,
566,['Why is the man petting the cat on the ship?'],"A) Thus, he gave up the spear.
B) He calls it Ishmeow.",B,,,,
738,['Why do aliens want the leaves?'],"A) Just to mess with him put them back on the tree.
B) They make better compost than their masters.",A,,,,
111,['Why is the man naked?'],"A) On second thought, it's more of a sandals day.
B) Our intended merger turned out to be an acquisition.",A,,,,
554,['What is the clown doing at the bar?'],"A) ""It's OK to cry in your beer, everyone else does"".
B) You were with Ringling Brothers? I was with Lehman Brothers.",B,,,,
670,['Why is a man wearing a full suit of metal armor while trying to write a bike?'],"A) The King blames gentrification but I kind of like it.
B) I always said I'd take up cycling when I hit the middle ages.",B,,,,
711,['Why are they playing baseball in a living room?'],"A) Well the catcher is wearing a mask but everyone else is just staying six feet apart
B) Not exactly what I had in mind when he said he was going to work from home from now on",A,,,,
8,['How did the man shrink?'],"A) We decided on separate vacations this year.
B) Now, why do they call them lawyer-fish?",A,,,,
707,['Why is there a man carrying the globe here?'],"A) My chiropractor said to bend at the knees.
B) Because not everyone gets to work from home, Joyce",B,,,,
519,['Why is the bird on the rifle?'],"A) We might be empty nesters sooner than we thought.
B) From day one, trees were never good enough for him",A,,,,
714,"['Why is there a cat on top of the beach ball?', 'How can the cat stay on top of the beach ball while the ball is moving?']","A) At that moment Willow was consumed with three thoughts: she couldn't swim,they were on their third drink,and she was on her ninth life.
B) I have to admit being mildly disappointed when the resort manager told me this was the Exotic Cat Experience they advertised.",A,,,,
597,['Is that legal?'],"A) It's cheaper than coach, and he gets more legroom.
B) It's my fifth marriage. So, yes, I'm a walking cliché.",A,,,,
582,"['Are the people on the bike speaking to each other on their cell phones?', 'Why would they choose a bike that long to ride?']","A) The restraining order really makes this awkward.
B) Well technically, you ran the red light.",B,,,,
693,['Who build that jet pack and why?'],"A) Should I check, ""exceeded expectations?""
B) Weird. That subject is from the control group.",A,,,,
193,['Why are there people with strings coming out of them in a house?'],"A) This was so much more awkward before Craigslist.
B) And the best part is, it'll never be our fault.",A,,,,
732,['Why is the teddy bear on the witness stand?'],"A) Where were you between the hours of beddy-bye and nighty-night?
B) We're investigating your claim that you're a Steiff heir.",A,,,,
554,['What is the clown doing at the bar?'],"A) The Crazy Clown Club has moved to DC.
B) Sorry -- none of our hours are happy anymore.",B,,,,
760,"['Why is the waiter bringing a trash can to the table?', 'Why is the man at the table frowning?']","A) Sorry, all the alley tables are reserved for tonight, but we serve the same menu in here.
B) Let me remind you of your last review : ""The service is lousy and the food is rubbish""",B,,,,
688,['What is the paper coming out of his pocket?'],"A) It's the price of freedom.
B) Are my secret codes showing again?",A,,,,
356,['Why are both people attached to the one dog?'],"A) I hate our therapist.
B) It's Tuesday. You pick up.",A,,,,
339,['Why is Superman on a plane when he can fly?'],"A) I have to warn you, I don't exactly have a bladder of steel.
B) It's definitely slower but my frequent flier miles were expiring.",A,,,,
585,['What does the boy wish for?'],"A) I shall offer you three settings.
B) The lamp just seemed dated.",A,,,,
704,['Why are the men carrying tubas?'],"A) Is this the lobby?
B) No, you come in on four.",B,,,,
712,['Why are there lizard monsters?'],"A) So...we had a bad 1st quarter. It's not the end of the world.
B) Don't worry. I made them put in a perpetuity clause.",A,,,,
735,['What does a cake have to say?'],"A) Don't worry. It won't last.
B) You are a lot bigger in person.",B,,,,
599,['Why is the lizard biting him?'],"A) They're known for their unconditional love.
B) I thought leg hold traps were illegal.",A,,,,
608,['What is one man saying to the other?'],"A) We need to screen our organ donors more closely.
B) I like it, but can you do something about the hiss?",A,,,,
618,['Where was this unicorn found?'],"A) It's impressive, but I think his FBI Director still tops it.
B) Strangely enough, you are the first person to ask about the clock.",B,,,,
7,['Do they live on the Moon?'],"A) It's just the wind.
B) The realtor lied.",A,,,,
240,"[""Why did the man decide to trim trees in body building character's shapes?""]","A) I knew we shouldn't have moved next door to Mount Rushmore.
B) That's it. I'm returning those narciscissors today!",B,,,,
516,['Why is a cement block falling from the ceiling?'],"A) Duck? No, I ordered roast beef.
B) Foresight got me where I am now.",A,,,,
190,['Why are they pushing these animals?'],"A) I've ordered one in solid gold to put on my desk.
B) If we just ignore it, maybe it'll go away.",B,,,,
325,['Why are the statues smiling?'],"A) Looks like a culture of denial.
B) What else did she say while I was away?",A,,,,
606,['Why is there a hitchhiker in the sky?'],"A) I picked him up in Witchita last year and he stole my phone charger.
B) As senior squeegee-man during flight simulations, moving up didn't pan out.",B,,,,
224,['Why are there so many people on the floor?'],"A) I remember this being a lot more fun in the '60s.
B) I say we start the meeting without him.",B,,,,
738,['Why is the UFO beaming up leaves?'],"A) Wait, did they say 'take the man and leave' or 'take the man and leaves?'
B) No wonder they can't balance a budget; they burn all their money.",A,,,,
72,['What is the other man saying to the man outside?'],"A) I'll take a cab.
B) No one's looking Barry.",A,,,,
83,['Why are those household objects so big?'],"A) We've moved all of our holdings into Growth.
B) It's down the hall, but don't fall in.",B,,,,
434,['Why is the man with the peg leg there?'],"A) I can’t skip.
B) He takes Visa only.",A,,,,
322,['Why is the cowboy riding a grasshopper?'],"A) Been reading your own press releases again, Cassidy?
B) On a clear day, I can get Santa Fe on the antenna.",B,,,,
740,['Why is there a bull in a China shop inspecting a glass?'],"A) Things just weren't working out for him on Wall Street
B) I am impressed. Yes, indeed he is a Red Angus.",A,,,,
